relatives_1st_als,relatives_2nd_als,relatives_3rd_als,relatives_1st_ftd_unique,relatives_2nd_ftd_unique,relatives_3rd_ftd_unique,n,n_mendelian,n_non_mendelian,PPV,PPV_CI_low,PPV_CI_high,prevalence,criterion_label
0,0,0,0,5,0,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=0; 2nd_FTD=5; 3rd_FTD=0
0,0,0,0,5,1,1,1,0,1,0.207,1,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=0; 2nd_FTD=5; 3rd_FTD=1
0,0,0,0,5,3,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=0; 2nd_FTD=5; 3rd_FTD=3
0,0,0,0,5,5,3,0,3,0,0.119,0.443,3 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=0; 2nd_FTD=5; 3rd_FTD=5
0,0,0,1,0,0,2664,1467,1197,0.551,0.532,0.569,2664 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=0; 3rd_FTD=0
0,0,0,1,0,1,72,55,17,0.764,0.657,0.844,72 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=0; 3rd_FTD=1
0,0,0,1,0,2,2,2,0,1,0.439,0.904,2 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=0; 3rd_FTD=2
0,0,0,1,0,3,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=0; 3rd_FTD=3
0,0,0,1,1,0,271,233,38,0.86,0.814,0.896,271 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=1; 3rd_FTD=0
0,0,0,1,1,1,22,21,1,0.955,0.811,0.963,22 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=1; 3rd_FTD=1
0,0,0,1,1,2,3,3,0,1,0.557,0.881,3 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=1; 3rd_FTD=2
0,0,0,1,2,0,25,15,10,0.6,0.42,0.754,25 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=2; 3rd_FTD=0
0,0,0,1,2,1,5,1,4,0.2,0.11,0.551,5 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=2; 3rd_FTD=1
0,0,0,1,2,2,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=2; 3rd_FTD=2
0,0,0,1,2,4,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=2; 3rd_FTD=4
0,0,0,1,3,0,2,1,1,0.5,0.168,0.832,2 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=3; 3rd_FTD=0
0,0,0,1,3,1,4,1,3,0.25,0.124,0.621,4 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=3; 3rd_FTD=1
0,0,0,1,3,2,1,1,0,1,0.207,1,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=3; 3rd_FTD=2
0,0,0,1,3,3,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=3; 3rd_FTD=3
0,0,0,1,3,5,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=3; 3rd_FTD=5
0,0,0,1,4,1,1,1,0,1,0.207,1,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=4; 3rd_FTD=1
0,0,0,1,4,3,1,1,0,1,0.207,1,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=4; 3rd_FTD=3
0,0,0,1,4,4,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=4; 3rd_FTD=4
0,0,0,1,5,5,3,0,3,0,0.119,0.443,3 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=1; 2nd_FTD=5; 3rd_FTD=5
0,0,0,2,0,0,114,92,22,0.807,0.727,0.867,114 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=2; 2nd_FTD=0; 3rd_FTD=0
0,0,0,2,0,1,5,5,0,1,0.686,0.88,5 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=2; 2nd_FTD=0; 3rd_FTD=1
0,0,0,2,0,2,1,1,0,1,0.207,1,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=2; 2nd_FTD=0; 3rd_FTD=2
0,0,0,2,1,0,31,20,11,0.645,0.479,0.779,31 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=2; 2nd_FTD=1; 3rd_FTD=0
0,0,0,2,1,1,4,2,2,0.5,0.222,0.778,4 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=2; 2nd_FTD=1; 3rd_FTD=1
0,0,0,2,1,5,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=2; 2nd_FTD=1; 3rd_FTD=5
0,0,0,2,2,0,3,3,0,1,0.557,0.881,3 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=2; 2nd_FTD=2; 3rd_FTD=0
0,0,0,2,2,1,3,0,3,0,0.119,0.443,3 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=2; 2nd_FTD=2; 3rd_FTD=1
0,0,0,2,2,2,2,0,2,0,0.096,0.561,2 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=2; 2nd_FTD=2; 3rd_FTD=2
0,0,0,2,2,4,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=2; 2nd_FTD=2; 3rd_FTD=4
0,0,0,2,2,5,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=2; 2nd_FTD=2; 3rd_FTD=5
0,0,0,2,3,2,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=2; 2nd_FTD=3; 3rd_FTD=2
0,0,0,2,3,3,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=2; 2nd_FTD=3; 3rd_FTD=3
0,0,0,2,3,5,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=2; 2nd_FTD=3; 3rd_FTD=5
0,0,0,2,4,0,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=2; 2nd_FTD=4; 3rd_FTD=0
0,0,0,2,4,1,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=2; 2nd_FTD=4; 3rd_FTD=1
0,0,0,2,4,5,3,0,3,0,0.119,0.443,3 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=2; 2nd_FTD=4; 3rd_FTD=5
0,0,0,3,0,0,5,4,1,0.8,0.449,0.89,5 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=3; 2nd_FTD=0; 3rd_FTD=0
0,0,0,3,1,0,2,0,2,0,0.096,0.561,2 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=3; 2nd_FTD=1; 3rd_FTD=0
0,0,0,3,2,0,2,1,1,0.5,0.168,0.832,2 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=3; 2nd_FTD=2; 3rd_FTD=0
0,0,0,3,2,2,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=3; 2nd_FTD=2; 3rd_FTD=2
0,0,0,3,2,4,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=3; 2nd_FTD=2; 3rd_FTD=4
0,0,0,3,5,4,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=3; 2nd_FTD=5; 3rd_FTD=4
0,0,0,4,1,0,5,0,5,0,0.12,0.314,5 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=4; 2nd_FTD=1; 3rd_FTD=0
0,0,0,4,1,1,2,0,2,0,0.096,0.561,2 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=4; 2nd_FTD=1; 3rd_FTD=1
0,0,0,4,2,2,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=4; 2nd_FTD=2; 3rd_FTD=2
0,0,0,4,3,3,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=4; 2nd_FTD=3; 3rd_FTD=3
0,0,0,4,3,5,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=4; 2nd_FTD=3; 3rd_FTD=5
0,0,0,5,0,0,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=5; 2nd_FTD=0; 3rd_FTD=0
0,0,0,5,0,1,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=5; 2nd_FTD=0; 3rd_FTD=1
0,0,0,5,4,3,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=0; 1st_FTD=5; 2nd_FTD=4; 3rd_FTD=3
0,0,1,0,0,0,7440,942,6498,0.127,0.119,0.134,7440 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=0; 2nd_FTD=0; 3rd_FTD=0
0,0,1,0,0,1,295,135,160,0.458,0.402,0.514,295 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=0; 2nd_FTD=0; 3rd_FTD=1
0,0,1,0,0,2,36,15,21,0.417,0.279,0.57,36 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=0; 2nd_FTD=0; 3rd_FTD=2
0,0,1,0,0,3,1,1,0,1,0.207,1,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=0; 2nd_FTD=0; 3rd_FTD=3
0,0,1,0,1,0,330,241,89,0.73,0.68,0.775,330 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=0; 2nd_FTD=1; 3rd_FTD=0
0,0,1,0,1,1,56,53,3,0.946,0.862,0.973,56 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=0; 2nd_FTD=1; 3rd_FTD=1
0,0,1,0,1,2,4,4,0,1,0.633,0.878,4 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=0; 2nd_FTD=1; 3rd_FTD=2
0,0,1,0,2,0,21,18,3,0.857,0.674,0.93,21 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=0; 2nd_FTD=2; 3rd_FTD=0
0,0,1,0,2,1,10,9,1,0.9,0.648,0.93,10 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=0; 2nd_FTD=2; 3rd_FTD=1
0,0,1,0,2,2,2,1,1,0.5,0.168,0.832,2 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=0; 2nd_FTD=2; 3rd_FTD=2
0,0,1,0,3,0,2,2,0,1,0.439,0.904,2 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=0; 2nd_FTD=3; 3rd_FTD=0
0,0,1,0,3,1,2,2,0,1,0.439,0.904,2 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=0; 2nd_FTD=3; 3rd_FTD=1
0,0,1,0,3,3,1,1,0,1,0.207,1,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=0; 2nd_FTD=3; 3rd_FTD=3
0,0,1,0,3,5,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=0; 2nd_FTD=3; 3rd_FTD=5
0,0,1,0,4,3,1,1,0,1,0.207,1,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=0; 2nd_FTD=4; 3rd_FTD=3
0,0,1,0,4,4,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=0; 2nd_FTD=4; 3rd_FTD=4
0,0,1,0,4,5,1,1,0,1,0.207,1,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=0; 2nd_FTD=4; 3rd_FTD=5
0,0,1,0,5,1,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=0; 2nd_FTD=5; 3rd_FTD=1
0,0,1,1,0,0,212,163,49,0.769,0.708,0.82,212 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=1; 2nd_FTD=0; 3rd_FTD=0
0,0,1,1,0,1,27,26,1,0.963,0.842,0.969,27 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=1; 2nd_FTD=0; 3rd_FTD=1
0,0,1,1,0,2,4,4,0,1,0.633,0.878,4 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=1; 2nd_FTD=0; 3rd_FTD=2
0,0,1,1,1,0,52,47,5,0.904,0.801,0.951,52 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=1; 2nd_FTD=1; 3rd_FTD=0
0,0,1,1,1,1,9,9,0,1,0.801,0.9,9 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=1; 2nd_FTD=1; 3rd_FTD=1
0,0,1,1,1,2,1,1,0,1,0.207,1,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=1; 2nd_FTD=1; 3rd_FTD=2
0,0,1,1,2,0,8,8,0,1,0.78,0.895,8 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=1; 2nd_FTD=2; 3rd_FTD=0
0,0,1,1,2,1,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=1; 2nd_FTD=2; 3rd_FTD=1
0,0,1,1,2,2,1,1,0,1,0.207,1,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=1; 2nd_FTD=2; 3rd_FTD=2
0,0,1,2,0,0,17,15,2,0.882,0.685,0.939,17 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=2; 2nd_FTD=0; 3rd_FTD=0
0,0,1,2,0,1,4,4,0,1,0.633,0.878,4 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=2; 2nd_FTD=0; 3rd_FTD=1
0,0,1,2,0,2,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=2; 2nd_FTD=0; 3rd_FTD=2
0,0,1,2,1,0,4,3,1,0.75,0.379,0.876,4 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=2; 2nd_FTD=1; 3rd_FTD=0
0,0,1,2,1,1,3,3,0,1,0.557,0.881,3 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=2; 2nd_FTD=1; 3rd_FTD=1
0,0,1,2,2,0,2,2,0,1,0.439,0.904,2 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=2; 2nd_FTD=2; 3rd_FTD=0
0,0,1,2,4,5,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=2; 2nd_FTD=4; 3rd_FTD=5
0,0,1,3,0,0,2,2,0,1,0.439,0.904,2 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=3; 2nd_FTD=0; 3rd_FTD=0
0,0,1,3,4,2,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=3; 2nd_FTD=4; 3rd_FTD=2
0,0,1,4,2,2,1,0,1,0,0,0.793,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=4; 2nd_FTD=2; 3rd_FTD=2
0,0,1,5,2,2,1,1,0,1,0.207,1,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=1; 1st_FTD=5; 2nd_FTD=2; 3rd_FTD=2
0,0,2,0,0,0,593,230,363,0.388,0.35,0.428,593 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=2; 1st_FTD=0; 2nd_FTD=0; 3rd_FTD=0
0,0,2,0,0,1,68,46,22,0.676,0.562,0.772,68 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=2; 1st_FTD=0; 2nd_FTD=0; 3rd_FTD=1
0,0,2,0,0,2,7,2,5,0.286,0.135,0.588,7 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=2; 1st_FTD=0; 2nd_FTD=0; 3rd_FTD=2
0,0,2,0,0,3,1,1,0,1,0.207,1,1 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=2; 1st_FTD=0; 2nd_FTD=0; 3rd_FTD=3
0,0,2,0,1,0,82,72,10,0.878,0.793,0.929,82 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=2; 1st_FTD=0; 2nd_FTD=1; 3rd_FTD=0
0,0,2,0,1,1,18,16,2,0.889,0.699,0.942,18 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=2; 1st_FTD=0; 2nd_FTD=1; 3rd_FTD=1
0,0,2,0,1,2,2,2,0,1,0.439,0.904,2 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=2; 1st_FTD=0; 2nd_FTD=1; 3rd_FTD=2
0,0,2,0,2,0,12,11,1,0.917,0.692,0.939,12 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=2; 1st_FTD=0; 2nd_FTD=2; 3rd_FTD=0
0,0,2,0,2,1,3,2,1,0.667,0.288,0.858,3 out of 272651 simulated index patients,1st_ALS=0; 2nd_ALS=0; 3rd_ALS=2; 1st_FTD=0; 2nd_FTD=2; 3rd_FTD=1
